0.174567	0.00414275
0.174568	0.0291275
0.174569	0.0661355
0.17457	0.112042
0.174571	0.165364
0.174572	0.225182
0.174573	0.290849
0.174574	0.361877
0.174575	0.437882
0.174576	0.518546
0.174577	0.603607
0.174578	0.692836
0.174579	0.786034
0.17458	0.883026
0.174581	0.983655
0.174582	1.08778
0.174583	1.19526
0.174584	1.30599
0.174585	1.41986
0.174586	1.53674
0.174587	1.65656
0.174588	1.77922
0.174589	1.90462
0.17459	2.03269
0.174591	2.16334
0.174592	2.2965
0.174593	2.43209
0.174594	2.57004
0.174595	2.71028
0.174596	2.85274
0.174597	2.99735
0.174598	3.14405
0.174599	3.29277
0.1746	3.44345
0.174601	3.59602
0.174602	3.75043
0.174603	3.90661
0.174604	4.06451
0.174605	4.22405
0.174606	4.38519
0.174607	4.54787
0.174608	4.71201
0.174609	4.87757
0.17461	5.04449
0.174611	5.21271
0.174612	5.38216
0.174613	5.5528
0.174614	5.72456
0.174615	5.89738
0.174616	6.0712
0.174617	6.24598
0.174618	6.42164
0.174619	6.59813
0.17462	6.77539
0.174621	6.95336
0.174622	7.13198
0.174623	7.31119
0.174624	7.49094
0.174625	7.67115
0.174626	7.85178
0.174627	8.03277
0.174628	8.21404
0.174629	8.39554
0.17463	8.57722
0.174631	8.759
0.174632	8.94083
0.174633	9.12264
0.174634	9.30438
0.174635	9.48599
0.174636	9.66739
0.174637	9.84853
0.174638	10.0293
0.174639	10.2098
0.17464	10.3898
0.174641	10.5692
0.174642	10.7481
0.174643	10.9264
0.174644	11.1039
0.174645	11.2807
0.174646	11.4567
0.174647	11.6317
0.174648	11.8058
0.174649	11.9789
0.17465	12.1509
0.174651	12.3218
0.174652	12.4914
0.174653	12.6598
0.174654	12.8269
0.174655	12.9925
0.174656	13.1567
0.174657	13.3193
0.174658	13.4804
0.174659	13.6398
0.17466	13.7975
0.174661	13.9534
0.174662	14.1075
0.174663	14.2597
0.174664	14.4099
0.174665	14.558
0.174666	14.7041
0.174667	14.8481
0.174668	14.9898
0.174669	15.1293
0.17467	15.2664
0.174671	15.4012
0.174672	15.5335
0.174673	15.6633
0.174674	15.7905
0.174675	15.9151
0.174676	16.037
0.174677	16.1562
0.174678	16.2726
0.174679	16.3862
0.17468	16.4968
0.174681	16.6045
0.174682	16.7092
0.174683	16.8108
0.174684	16.9093
0.174685	17.0047
0.174686	17.0968
0.174687	17.1857
0.174688	17.2712
0.174689	17.3534
0.17469	17.4322
0.174691	17.5075
0.174692	17.5794
0.174693	17.6477
0.174694	17.7124
0.174695	17.7734
0.174696	17.8308
0.174697	17.8845
0.174698	17.9345
0.174699	17.9806
0.1747	18.0229
0.174701	18.0614
0.174702	18.096
0.174703	18.1266
0.174704	18.1533
0.174705	18.176
0.174706	18.1946
0.174707	18.2092
0.174708	18.2197
0.174709	18.2262
0.17471	18.2284
0.174711	18.2266
0.174712	18.2205
0.174713	18.2103
0.174714	18.1958
0.174715	18.1771
0.174716	18.1542
0.174717	18.127
0.174718	18.0955
0.174719	18.0597
0.17472	18.0196
0.174721	17.9752
0.174722	17.9264
0.174723	17.8734
0.174724	17.816
0.174725	17.7542
0.174726	17.6881
0.174727	17.6177
0.174728	17.543
0.174729	17.4638
0.17473	17.3804
0.174731	17.2926
0.174732	17.2006
0.174733	17.1041
0.174734	17.0034
0.174735	16.8984
0.174736	16.7892
0.174737	16.6756
0.174738	16.5578
0.174739	16.4358
0.17474	16.3096
0.174741	16.1792
0.174742	16.0446
0.174743	15.9058
0.174744	15.763
0.174745	15.6161
0.174746	15.4651
0.174747	15.31
0.174748	15.151
0.174749	14.988
0.17475	14.8211
0.174751	14.6503
0.174752	14.4756
0.174753	14.2971
0.174754	14.1148
0.174755	13.9288
0.174756	13.7391
0.174757	13.5458
0.174758	13.3489
0.174759	13.1484
0.17476	12.9444
0.174761	12.7369
0.174762	12.5261
0.174763	12.3119
0.174764	12.0944
0.174765	11.8737
0.174766	11.6498
0.174767	11.4228
0.174768	11.1928
0.174769	10.9597
0.17477	10.7237
0.174771	10.4848
0.174772	10.2432
0.174773	9.99873
0.174774	9.75163
0.174775	9.50192
0.174776	9.24967
0.174777	8.99495
0.174778	8.73783
0.174779	8.47838
0.17478	8.21668
0.174781	7.9528
0.174782	7.68681
0.174783	7.41879
0.174784	7.14881
0.174785	6.87695
0.174786	6.6033
0.174787	6.32792
0.174788	6.05089
0.174789	5.7723
0.17479	5.49223
0.174791	5.21076
0.174792	4.92796
0.174793	4.64393
0.174794	4.35873
0.174795	4.07247
0.174796	3.78521
0.174797	3.49705
0.174798	3.20806
0.174799	2.91833
0.1748	2.62795
0.174801	2.33701
0.174802	2.04558
0.174803	1.75375
0.174804	1.4616
0.174805	1.16923
0.174806	0.876722
0.174807	0.584156
0.174808	0.291619
0.174809	-0.000802613
0.17481	-0.293023
0.174811	-0.584956
0.174812	-0.876517
0.174813	-1.16762
0.174814	-1.45818
0.174815	-1.74812
0.174816	-2.03734
0.174817	-2.32576
0.174818	-2.61331
0.174819	-2.8999
0.17482	-3.18543
0.174821	-3.46984
0.174822	-3.75304
0.174823	-4.03495
0.174824	-4.31548
0.174825	-4.59456
0.174826	-4.8721
0.174827	-5.14803
0.174828	-5.42227
0.174829	-5.69474
0.17483	-5.96537
0.174831	-6.23407
0.174832	-6.50077
0.174833	-6.7654
0.174834	-7.02788
0.174835	-7.28815
0.174836	-7.54612
0.174837	-7.80173
0.174838	-8.0549
0.174839	-8.30557
0.17484	-8.55368
0.174841	-8.79914
0.174842	-9.0419
0.174843	-9.28189
0.174844	-9.51905
0.174845	-9.75331
0.174846	-9.98462
0.174847	-10.2129
0.174848	-10.4381
0.174849	-10.6602
0.17485	-10.8791
0.174851	-11.0947
0.174852	-11.3071
0.174853	-11.5161
0.174854	-11.7216
0.174855	-11.9238
0.174856	-12.1224
0.174857	-12.3174
0.174858	-12.5089
0.174859	-12.6967
0.17486	-12.8809
0.174861	-13.0613
0.174862	-13.2379
0.174863	-13.4107
0.174864	-13.5797
0.174865	-13.7448
0.174866	-13.906
0.174867	-14.0632
0.174868	-14.2165
0.174869	-14.3657
0.17487	-14.5109
0.174871	-14.652
0.174872	-14.789
0.174873	-14.9219
0.174874	-15.0506
0.174875	-15.1752
0.174876	-15.2956
0.174877	-15.4118
0.174878	-15.5237
0.174879	-15.6314
0.17488	-15.7349
0.174881	-15.8341
0.174882	-15.929
0.174883	-16.0196
0.174884	-16.1059
0.174885	-16.1879
0.174886	-16.2656
0.174887	-16.339
0.174888	-16.408
0.174889	-16.4728
0.17489	-16.5332
0.174891	-16.5892
0.174892	-16.641
0.174893	-16.6884
0.174894	-16.7315
0.174895	-16.7703
0.174896	-16.8048
0.174897	-16.835
0.174898	-16.8609
0.174899	-16.8826
0.1749	-16.8999
0.174901	-16.913
0.174902	-16.9219
0.174903	-16.9265
0.174904	-16.9269
0.174905	-16.9231
0.174906	-16.9151
0.174907	-16.903
0.174908	-16.8866
0.174909	-16.8662
0.17491	-16.8416
0.174911	-16.8129
0.174912	-16.7801
0.174913	-16.7432
0.174914	-16.7023
0.174915	-16.6573
0.174916	-16.6082
0.174917	-16.5552
0.174918	-16.498
0.174919	-16.4369
0.17492	-16.3717
0.174921	-16.3024
0.174922	-16.2291
0.174923	-16.1516
0.174924	-16.0698
0.174925	-15.9837
0.174926	-15.893
0.174927	-15.7972
0.174928	-15.6942
0.174929	-15.5864
0.17493	-15.4765
0.174931	-15.3645
0.174932	-15.2505
0.174933	-15.1345
0.174934	-15.0164
0.174935	-14.8965
0.174936	-14.7746
0.174937	-14.6509
0.174938	-14.5254
0.174939	-14.398
0.17494	-14.2689
0.174941	-14.1381
0.174942	-14.0057
0.174943	-13.8716
0.174944	-13.7359
0.174945	-13.5986
0.174946	-13.4599
0.174947	-13.3197
0.174948	-13.178
0.174949	-13.035
0.17495	-12.8907
0.174951	-12.745
0.174952	-12.5981
0.174953	-12.45
0.174954	-12.3007
0.174955	-12.1504
0.174956	-11.9989
0.174957	-11.8464
0.174958	-11.6929
0.174959	-11.5385
0.17496	-11.3832
0.174961	-11.227
0.174962	-11.0701
0.174963	-10.9124
0.174964	-10.754
0.174965	-10.5949
0.174966	-10.4352
0.174967	-10.2749
0.174968	-10.1141
0.174969	-9.95286
0.17497	-9.79117
0.174971	-9.62909
0.174972	-9.46668
0.174973	-9.30399
0.174974	-9.14105
0.174975	-8.97792
0.174976	-8.81464
0.174977	-8.65126
0.174978	-8.48784
0.174979	-8.32441
0.17498	-8.16102
0.174981	-7.99772
0.174982	-7.83456
0.174983	-7.67159
0.174984	-7.50885
0.174985	-7.34638
0.174986	-7.18425
0.174987	-7.02249
0.174988	-6.86114
0.174989	-6.70027
0.17499	-6.53991
0.174991	-6.38012
0.174992	-6.22093
0.174993	-6.0624
0.174994	-5.90458
0.174995	-5.7475
0.174996	-5.59123
0.174997	-5.43579
0.174998	-5.28125
0.174999	-5.12765
0.175	-4.97503
0.175001	-4.82345
0.175002	-4.67295
0.175003	-4.52358
0.175004	-4.37538
0.175005	-4.22841
0.175006	-4.08271
0.175007	-3.93833
0.175008	-3.79533
0.175009	-3.65373
0.17501	-3.51361
0.175011	-3.37501
0.175012	-3.23797
0.175013	-3.10256
0.175014	-2.96881
0.175015	-2.83679
0.175016	-2.70655
0.175017	-2.57813
0.175018	-2.4516
0.175019	-2.32702
0.17502	-2.20443
0.175021	-2.08391
0.175022	-1.96551
0.175023	-1.84929
0.175024	-1.73532
0.175025	-1.62367
0.175026	-1.51441
0.175027	-1.40762
0.175028	-1.30337
0.175029	-1.20174
0.17503	-1.10282
0.175031	-1.00671
0.175032	-0.913509
0.175033	-0.823323
0.175034	-0.736272
0.175035	-0.652488
0.175036	-0.572114
0.175037	-0.495314
0.175038	-0.422274
0.175039	-0.353208
0.17504	-0.288368
0.175041	-0.228057
0.175042	-0.172652
0.175043	-0.12264
0.175044	-0.0786848
0.175045	-0.0417808
0.175046	-0.0136846
